,Release Date,Season,Episode,Episode Title,Name,Sentence,House,Sentences_Clean,Num_Words,Tokenized_Sentence,Tokenized_No_Stop,Stemmed_Sentence,Stemmed_Sentence_Non_Token,Sentiment,Sentiment_Compound_Score,Lannister_Word_Score,Stark_Word_Score,Targaryen_Word_Score,Mormont_Word_Score
83,4/17/2011,Season 1,Episode 1,Winter is Coming,cersei lannister,You should be the Hand of the king.,House Lannister, you should be the hand of the king,8,"['you', 'should', 'be', 'the', 'hand', 'of', 'the', 'king']","['hand', 'king']","['hand', 'king']", hand king,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4939}",0.4939,0.0027214823393167343,0.0029972484276729557,0.0012172854534388314,0.0012682308180088776
84,4/17/2011,Season 1,Episode 1,Winter is Coming,jaime lannister,"That's an honor I can do without. Their days are too long, their lives are too short.",House Lannister, that is an honor i can do without their days are too long their lives are too short,18,"['that', 'is', 'an', 'honor', 'i', 'can', 'do', 'without', 'their', 'days', 'are', 'too', 'long', 'their', 'lives', 'are', 'too', 'short']","['honor', 'without', 'days', 'long', 'lives', 'short']","['honor', 'without', 'day', 'long', 'life', 'short']", honor without day long life short,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4939}",0.4939,0.0007334491410924531,0.0003275681341719078,0.0006086427267194157,0.0006341154090044388
85,4/17/2011,Season 1,Episode 1,Winter is Coming,catelyn stark,All these years and I still feel like an outsider when I come here.,House Stark, all these years and i still feel like an outsider when i come here,14,"['all', 'these', 'years', 'and', 'i', 'still', 'feel', 'like', 'an', 'outsider', 'when', 'i', 'come', 'here']","['years', 'still', 'feel', 'like', 'outsider', 'come']","['year', 'still', 'feel', 'like', 'outsider', 'come']", year still feel like outsider come,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",0.3612,0.0009650646593321752,0.0010645964360587003,0.0010651247717589774,0.0009511731135066582
86,4/17/2011,Season 1,Episode 1,Winter is Coming,eddard stark,You have five northern children. You're not an outsider.,House Stark, you have five northern children you are not an outsider,10,"['you', 'have', 'five', 'northern', 'children', 'you', 'are', 'not', 'an', 'outsider']","['five', 'northern', 'children', 'outsider']","['five', 'northern', 'child', 'outsider']", five northern child outsider,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0003170577045022194
87,4/17/2011,Season 1,Episode 1,Winter is Coming,catelyn stark,I wonder if the old gods agree.,House Stark, i wonder if the old gods agree,7,"['i', 'wonder', 'if', 'the', 'old', 'gods', 'agree']","['wonder', 'old', 'gods', 'agree']","['wonder', 'old', 'god', 'agree']", wonder old god agree,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.5574}",0.5574,0.0,0.0,0.00030432136335970786,0.0
88,4/17/2011,Season 1,Episode 1,Winter is Coming,eddard stark,It's your gods with all the rules.,House Stark, it is your gods with all the rules,8,"['it', 'is', 'your', 'gods', 'with', 'all', 'the', 'rules']","['gods', 'rules']","['god', 'rule']", god rule,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.2732}",0.2732,0.0,0.0,0.0,0.0
89,4/17/2011,Season 1,Episode 1,Winter is Coming,catelyn stark,"I am so sorry, my love.",House Stark, i am so sorry my love,6,"['i', 'am', 'so', 'sorry', 'my', 'love']","['sorry', 'love']","['sorry', 'love']", sorry love,"{'neg': 0.236, 'neu': 0.0, 'pos': 0.764, 'compound': 0.5994}",0.5994,0.0009264620729588881,0.0,0.0010651247717589774,0.0
90,4/17/2011,Season 1,Episode 1,Winter is Coming,eddard stark,Tell me.,House Stark, tell me,2,"['tell', 'me']",['tell'],['tell'], tell,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0017371163867979154,0.0023584905660377358,0.00426049908703591,0.0012682308180088776
91,4/17/2011,Season 1,Episode 1,Winter is Coming,catelyn stark,There was a raven from Kings Landing. Jon Arryn is dead. A fever took him. I know he was like a father to you.,House Stark, there was a raven from kings landing jon arryn is dead a fever took him i know he was like a father to you,24,"['there', 'was', 'a', 'raven', 'from', 'kings', 'landing', 'jon', 'arryn', 'is', 'dead', 'a', 'fever', 'took', 'him', 'i', 'know', 'he', 'was', 'like', 'a', 'father', 'to', 'you']","['raven', 'kings', 'landing', 'jon', 'arryn', 'dead', 'fever', 'took', 'know', 'like', 'father']","['raven', 'king', 'landing', 'jon', 'arryn', 'dead', 'fever', 'took', 'know', 'like', 'father']", raven king landing jon arryn dead fever took know like father,"{'neg': 0.272, 'neu': 0.57, 'pos': 0.158, 'compound': -0.4215}",-0.4215,0.001231773437911249,0.0020100771869639793,0.0010789575610026005,0.0008647028304605984
92,4/17/2011,Season 1,Episode 1,Winter is Coming,eddard stark,Your sister. The boy …,House Stark, your sister the boy …,5,"['your', 'sister', 'the', 'boy']","['sister', 'boy']","['sister', 'boy']", sister boy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.002374059061957151,0.0017197327044025158,0.0007608034083992696,0.0015852885225110971
93,4/17/2011,Season 1,Episode 1,Winter is Coming,catelyn stark,They both have their health. Gods be good. [pause] The raven brought more news. The king rides for Winterfell. With the queen and all the rest of them.,House Stark, they both have their health gods be good pause the raven brought more news the king rides for winterfell with the queen and all the rest of them,28,"['they', 'both', 'have', 'their', 'health', 'gods', 'be', 'good', 'pause', 'the', 'raven', 'brought', 'more', 'news', 'the', 'king', 'rides', 'for', 'winterfell', 'with', 'the', 'queen', 'and', 'all', 'the', 'rest', 'of', 'them']","['health', 'gods', 'good', 'pause', 'raven', 'brought', 'news', 'king', 'rides', 'winterfell', 'queen', 'rest']","['health', 'god', 'good', 'pause', 'raven', 'brought', 'news', 'king', 'ride', 'winterfell', 'queen', 'rest']", health god good pause raven brought news king ride winterfell queen rest,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.6124}",0.6124,0.0005790387955993051,0.0008271095387840671,0.00030432136335970786,0.0010568590150073982
94,4/17/2011,Season 1,Episode 1,Winter is Coming,eddard stark,"He's coming this far North, there's only one thing he's after.",House Stark, he is coming this far north there is only one thing he is after,14,"['he', 'is', 'coming', 'this', 'far', 'north', 'there', 'is', 'only', 'one', 'thing', 'he', 'is', 'after']","['coming', 'far', 'north', 'one', 'thing']","['coming', 'far', 'north', 'one', 'thing']", coming far north one thing,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0009727851766068326,0.0013364779874213838,0.0008520998174071819,0.0006341154090044388
95,4/17/2011,Season 1,Episode 1,Winter is Coming,catelyn stark,"You can always say no, Ned.",House Stark, you can always say no ned,6,"['you', 'can', 'always', 'say', 'no', 'ned']","['always', 'say', 'ned']","['always', 'say', 'ned']", always say ned,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0012738853503184713,0.0010482180293501049,0.0011158449989855954,0.001479602621010357
96,4/17/2011,Season 1,Episode 1,Winter is Coming,catelyn stark,We need plenty of candles for Lord Tyrion's chamber. I'm told he reads all night.,House Stark, we need plenty of candles for lord tyrions chamber i am told he reads all night,16,"['we', 'need', 'plenty', 'of', 'candles', 'for', 'lord', 'tyrions', 'chamber', 'i', 'am', 'told', 'he', 'reads', 'all', 'night']","['need', 'plenty', 'candles', 'lord', 'tyrions', 'chamber', 'told', 'reads', 'night']","['need', 'plenty', 'candle', 'lord', 'tyrions', 'chamber', 'told', 'read', 'night']", need plenty candle lord tyrions chamber told read night,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0006047738531814964,0.0007097309573724668,0.0003043213633597078,0.0006341154090044388
98,4/17/2011,Season 1,Episode 1,Winter is Coming,catelyn stark,How much could he possibly drink? A man of his … stature.,House Stark, how much could he possibly drink a man of his … stature,12,"['how', 'much', 'could', 'he', 'possibly', 'drink', 'a', 'man', 'of', 'his', 'stature']","['much', 'could', 'possibly', 'drink', 'man', 'stature']","['much', 'could', 'possibly', 'drink', 'man', 'stature']", much could possibly drink man stature,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0010422698320787492,0.0006223794549266247,0.0007100831811726517,0.0010568590150073982
99,4/17/2011,Season 1,Episode 1,Winter is Coming,luwin,We've brought up eight barrels of ale from the cellar. Perhaps we'll find out.,House Stark, we have brought up eight barrels of ale from the cellar perhaps we will find out,16,"['we', 'have', 'brought', 'up', 'eight', 'barrels', 'of', 'ale', 'from', 'the', 'cellar', 'perhaps', 'we', 'will', 'find', 'out']","['brought', 'eight', 'barrels', 'ale', 'cellar', 'perhaps', 'find']","['brought', 'eight', 'barrel', 'ale', 'cellar', 'perhaps', 'find']", brought eight barrel ale cellar perhaps find,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0001403863432165319,0.0,0.00036235166228825073
100,4/17/2011,Season 1,Episode 1,Winter is Coming,catelyn stark,"In any case, candles.",House Stark, in any case candles,4,"['in', 'any', 'case', 'candles']","['case', 'candles']","['case', 'candle']", case candle,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
101,4/17/2011,Season 1,Episode 1,Winter is Coming,jon snow,Why's your mother so dead-set on us getting pretty for the king?,House Stark, why is your mother so deadset on us getting pretty for the king,13,"['why', 'is', 'your', 'mother', 'so', 'deadset', 'on', 'us', 'getting', 'pretty', 'for', 'the', 'king']","['mother', 'deadset', 'us', 'getting', 'pretty', 'king']","['mother', 'deadset', 'u', 'getting', 'pretty', 'king']", mother deadset u getting pretty king,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4939}",0.4939,0.0008685581933989577,0.0010482180293501047,0.0004057618178129438,0.0004227436060029592
103,4/17/2011,Season 1,Episode 1,Winter is Coming,robb stark,I hear the prince is a right royal prick.,House Stark, i hear the prince is a right royal prick,9,"['i', 'hear', 'the', 'prince', 'is', 'a', 'right', 'royal', 'prick']","['hear', 'prince', 'right', 'royal', 'prick']","['hear', 'prince', 'right', 'royal', 'prick']", hear prince right royal prick,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.34}",-0.34,0.0006022003474232773,0.0006092767295597485,0.0,0.000507292327203551
105,4/17/2011,Season 1,Episode 1,Winter is Coming,robb stark,"Go on, Tommy, shave him good. He's never met a girl he likes better than his own hair.",House Stark, go on tommy shave him good he is never met a girl he likes better than his own hair,19,"['go', 'on', 'tommy', 'shave', 'him', 'good', 'he', 'is', 'never', 'met', 'a', 'girl', 'he', 'likes', 'better', 'than', 'his', 'own', 'hair']","['go', 'tommy', 'shave', 'good', 'never', 'met', 'girl', 'likes', 'better', 'hair']","['go', 'tommy', 'shave', 'good', 'never', 'met', 'girl', 'like', 'better', 'hair']", go tommy shave good never met girl like better hair,"{'neg': 0.142, 'neu': 0.469, 'pos': 0.389, 'compound': 0.5705}",0.5705,0.0011001737116386797,0.0014544025157232703,0.0008520998174071819,0.001014584654407102
106,4/17/2011,Season 1,Episode 1,Winter is Coming,catelyn stark,"Gods, but they grow fast. [Seeing BRAN on the wall] Brandon!",House Stark, gods but they grow fast seeing bran on the wall brandon,11,"['gods', 'but', 'they', 'grow', 'fast', 'seeing', 'bran', 'on', 'the', 'wall', 'brandon']","['gods', 'grow', 'fast', 'seeing', 'bran', 'wall', 'brandon']","['god', 'grow', 'fast', 'seeing', 'bran', 'wall', 'brandon']", god grow fast seeing bran wall brandon,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.2732}",0.2732,0.00014889569029696417,0.00040712039532794255,0.0,0.0002717637467161881
107,4/17/2011,Season 1,Episode 1,Winter is Coming,bran stark,I saw the king! He's got hundreds of people!,House Stark, i saw the king he is got hundreds of people,10,"['i', 'saw', 'the', 'king', 'he', 'is', 'got', 'hundreds', 'of', 'people']","['saw', 'king', 'got', 'hundreds', 'people']","['saw', 'king', 'got', 'hundred', 'people']", saw king got hundred people,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.001019108280254777,0.0009827044025157233,0.0007303712720632988,0.0008877615726062143
108,4/17/2011,Season 1,Episode 1,Winter is Coming,catelyn stark,How many times have I told you,House Stark, how many times have i told you,7,"['how', 'many', 'times', 'have', 'i', 'told', 'you']","['many', 'times', 'told']","['many', 'time', 'told']", many time told,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0015055008685581931,0.0011792452830188679,0.0011158449989855954,0.0004227436060029592
109,4/17/2011,Season 1,Episode 1,Winter is Coming,bran stark,But he's coming right now! Down our road!,House Stark, but he is coming right now down our road,9,"['but', 'he', 'is', 'coming', 'right', 'now', 'down', 'our', 'road']","['coming', 'right', 'road']","['coming', 'right', 'road']", coming right road,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0005404362092260182,0.0010482180293501049,0.0,0.0008454872120059184
110,4/17/2011,Season 1,Episode 1,Winter is Coming,catelyn stark,I want you to promise me,House Stark, i want you to promise me,6,"['i', 'want', 'you', 'to', 'promise', 'me']","['want', 'promise']","['want', 'promise']", want promise,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3818}",0.3818,0.0010422698320787492,0.0022602201257861635,0.002738892270237371,0.0019023462270133164
111,4/17/2011,Season 1,Episode 1,Winter is Coming,bran stark,I promise.,House Stark, i promise,2,"['i', 'promise']",['promise'],['promise'], promise,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",0.3182,0.0,0.0,0.0,0.0
112,4/17/2011,Season 1,Episode 1,Winter is Coming,catelyn stark,D'you know what?,House Stark, dyou know what,3,"['dyou', 'know', 'what']","['dyou', 'know']","['dyou', 'know']", dyou know,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0011580775911986102,0.0023584905660377358,0.002130249543517955,0.0009511731135066582
113,4/17/2011,Season 1,Episode 1,Winter is Coming,bran stark,What?,House Stark, what,1,['what'],[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
114,4/17/2011,Season 1,Episode 1,Winter is Coming,catelyn stark,You always look at your feet before you lie. Run and find your father. Tell him the king is close.,House Stark, you always look at your feet before you lie run and find your father tell him the king is close,20,"['you', 'always', 'look', 'at', 'your', 'feet', 'before', 'you', 'lie', 'run', 'and', 'find', 'your', 'father', 'tell', 'him', 'the', 'king', 'is', 'close']","['always', 'look', 'feet', 'lie', 'run', 'find', 'father', 'tell', 'king', 'close']","['always', 'look', 'foot', 'lie', 'run', 'find', 'father', 'tell', 'king', 'close']", always look foot lie run find father tell king close,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.001134916039374638,0.0014937106918238995,0.0009738283627510651,0.0008243500317057703
115,4/17/2011,Season 1,Episode 1,Winter is Coming,catelyn stark,"Where's Arya? Sansa, where's your sister?",House Stark, where is arya sansa where is your sister,8,"['where', 'is', 'arya', 'sansa', 'where', 'is', 'your', 'sister']","['arya', 'sansa', 'sister']","['arya', 'sansa', 'sister']", arya sansa sister,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0005018336228527311,0.0013430293501048218,0.0005072022722661798,0.0
116,4/17/2011,Season 1,Episode 1,Winter is Coming,eddard stark,"Hey,, hey, hey, hey. What are you doing with that on? [Pulls off ARYA's helm]",House Stark, hey hey hey hey what are you doing with that on pulls off aryas helm,15,"['hey', 'hey', 'hey', 'hey', 'what', 'are', 'you', 'doing', 'with', 'that', 'on', 'pulls', 'off', 'aryas', 'helm']","['hey', 'hey', 'hey', 'hey', 'pulls', 'aryas', 'helm']","['hey', 'hey', 'hey', 'hey', 'pull', 'aryas', 'helm']", hey hey hey hey pull aryas helm,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
117,4/17/2011,Season 1,Episode 1,Winter is Coming,arya stark,Move!,House Stark, move,1,['move'],['move'],['move'], move,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
118,4/17/2011,Season 1,Episode 1,Winter is Coming,eddard stark,Your Grace.,House Stark, your grace,2,"['your', 'grace']",['grace'],['grace'], grace,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,0.0010422698320787492,0.002161949685534591,0.0,0.0019023462270133164
121,4/17/2011,Season 1,Episode 1,Winter is Coming,catelyn stark,Your Grace.,House Stark, your grace,2,"['your', 'grace']",['grace'],['grace'], grace,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,0.0010422698320787492,0.002161949685534591,0.0,0.0019023462270133164
123,4/17/2011,Season 1,Episode 1,Winter is Coming,eddard stark,"Guarding the North for you, Your Grace. Winterfell is yours.",House Stark, guarding the north for you your grace winterfell is yours,10,"['guarding', 'the', 'north', 'for', 'you', 'your', 'grace', 'winterfell', 'is', 'yours']","['guarding', 'north', 'grace', 'winterfell']","['guarding', 'north', 'grace', 'winterfell']", guarding north grace winterfell,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.4215}",0.4215,0.00046323103647944407,0.0012775157232704404,0.0,0.0004755865567533291
124,4/17/2011,Season 1,Episode 1,Winter is Coming,arya stark,Where's the Imp?,House Stark, where is the imp,4,"['where', 'is', 'the', 'imp']",['imp'],['imp'], imp,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
125,4/17/2011,Season 1,Episode 1,Winter is Coming,sansa stark,Will you shut up?,House Stark, will you shut up,4,"['will', 'you', 'shut', 'up']",['shut'],['shut'], shut,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
